,met_id,cluster,distance,polarity,target_group,target_ppto,target_word,source_image_schema_group,source_word,llm_expl,sentence
1200,d8eeeaa4-3866-4b04-a911-bdf79b88f199_171_6_7,73,0.479065121014725,right,Citizens,person,us,force,stopped,"The verb 'stopped' is used metaphorically to describe the effect of Earth's rising on 'us'. The physical action of stopping (halting movement) is applied to 'us' to convey the metaphorical impact of Earth's action, such as causing surprise or abrupt cessation of movement, rather than a literal physical obstruction.","'But when Earth rose, it stopped us all in our tracks.'"
1290,d8eeeaa4-3866-4b04-a911-bdf79b88f199_146_24_22,73,0.4798133060054155,right,Legal Cases.,thing,that,spatial motion,halted,"The verb 'halted' is used metaphorically to describe the legal suspension of terminations by court challenges. While 'halt' literally means to stop physical movement, here it is applied to abstract legal actions, attributing a physical action to a non-physical entity (court challenges) to convey the conceptual stopping of a process.","'When the Department of Homeland Security announced TPS terminations for Venezuelans for 2021 and 2023 designations, that also had court challenges that temporarily halted those terminations.'"
7262,db3645a8-866b-11ee-89ee-ab796eb80dd3_68_128_131,73,0.4885799764299596,left,Legal Cases',thing,proceedings,spatial motion,halt,"The verb 'halt' is used metaphorically to describe the cessation of an abstract process ('certification proceedings') rather than a physical action. While 'halt' literally means to stop movement, here it is applied to a procedural or institutional process, extending its meaning beyond the physical to a conceptual stopping of an abstract entity.","'Those paragraphs allege that on January 6, 2021, defendant and co-conspirators repeated knowingly false claims of election fraud to gathered supporters, falsely told them that the Vice President had the authority to and might alter the election results, and directed them to the Capitol to obstruct the certification proceeding and exert pressure on the Vice President to take the fraudulent actions he had previously refused, and that after supporters broke through the barriers cordoning off the Capitol grounds, violently attacked law enforcement officers and breached the building, that defendant Donald Trump refused to issue a calming message aimed at the rioters and instead issued a tweet intending to further delay and obstruct the certification, attacking Mike Pence for failing to halt the certification proceedings.'"
5965,b75ea1be-17e0-11ef-a17e-bb3416e4183b_183_21_22,73,0.4930625751096086,left,Security Concerns.,thing,guns,other,stop,"The verb 'stop' is used metaphorically to characterize 'guns' by implying the cessation of gun-related harm or violence, rather than describing a physical action of halting the movement of guns. The metaphorical aspect lies in applying 'stop' to represent preventing the use or impact of guns, which transcends its literal meaning of physically halting motion.",'And they use these foolish little celebrities to sell it to you guys that Don't you care about people to stop guns?'
960,d8eeeaa4-3866-4b04-a911-bdf79b88f199_97_6_11,73,0.5096162920594951,right,Legal Cases.,thing,attempt,spatial motion,halting,"The verb 'halting' is applied to the abstract noun 'attempt,' which does not denote a physical entity capable of movement. The metaphorical use here extends the verb's meaning beyond its literal action (stopping physical motion) to signify legally or formally stopping an abstract process (the administration's attempt), implying a conceptual rather than physical intervention.","'Coming up, a federal judge halting the Trump administration's attempt to return about 350,000 Haitians to their native country.'"
4869,e31bccb2-7587-11ec-ba64-9f837eadd43c_42_24_22,73,0.5428516711808576,right,Vaccines,thing,it,other,stop,"The verb 'stop' is used metaphorically to describe the vaccine's effect on transmission, implying prevention or cessation of disease spread rather than a literal physical action. The verb transcends its literal meaning of halting movement to characterize the vaccine's functional impact on stopping transmission.",'The speed of science isn't rushing out a vaccine and acknowledging that you didn't even test it to check if it would stop transmission.'
1121,64f45e18-5b2f-4574-b34c-84410e316110_200_9_10,73,0.5909030092566568,left,Criminal Activities,thing,pills,other,stop,"The verb 'stop' is used metaphorically to describe the prevention of pills from moving across state lines, implying regulatory or legal obstruction rather than a direct physical action. Pills, as inanimate objects, cannot be 'stopped' literally in the sense of halting their physical movement, so the verb signifies a metaphorical process of restriction.","'Because you see, there's no way to stop pills like that from crossing state lines.'"
3282,b1c9b328-b481-11ee-be0e-db459aa16660_93_11_9,74,0.543793450894328,right,Government Officials.,person,Haley,other,do,"The verb 'do' is used metaphorically to describe Nikki Haley's ability to perform tasks effectively, transcending its literal meaning of a physical action. Here, 'do' characterizes Haley's capacity to act successfully in a role or situation, implying a metaphorical 'performance' rather than a concrete physical action.","'And hard as it is to believe, Nikki Haley could do pretty well there.'"
4854,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_304_9_8,74,0.545087527623576,right,Social Tensions',thing,it,other,does,"The verb 'does' is used metaphorically to indicate the effect or influence of the preceding statement on the target noun 'it'. It does not describe a physical action but rather conveys the impact or relevance of the statement, transcending its literal meaning of performing an action.",'But that speaks more to that asshole than it does to anything about the melanin content of your skin.'
6281,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_320_22_23,74,0.5461944161792966,right,Voters,person,anyone,other,do,"The verb 'do' is used metaphorically to describe the manner in which the speaker treats 'anyone' (i.e., 'talk to black voters any different than you do anyone else'). Here, 'do' transcends its literal meaning of performing a physical action and instead conveys the abstract concept of interacting or treating someone, which is a metaphorical use of the verb.","'There's nothing weird about going up and knocking on, but don't talk to black voters any different than you do anyone else.'"
1460,6719607c-9932-11ee-9017-eb3e8a6583cb_39_11_12,74,0.5562265093839196,right,Institutional Frameworks,thing,business,other,does,"The verb 'does' is used metaphorically in the phrase 'does business,' which is an idiomatic expression meaning 'to engage in business activities.' Here, 'does' does not describe a physical action but rather signifies participating in abstract business operations, transcending its literal meaning of performing a physical task.","'Take it from somebody who's in the know, who does business with beer companies.'"
